ProductID,Product Name,Year,Sales_units,AverageProductMass_kg,Category,Minimum_Lifespan,Maximum_Lifespan,Mean_Lifespan,Std_dev_Lifespan
18,Smart phone,2016,,,Phone,,,,
18,Smart phone,2017,,,Phone,,,,
18,Smart phone,2018,,,Phone,,,,
19,Tablet,1989,,,Computing,,,,
19,Tablet,1990,,,Computing,,,,
19,Tablet,1991,,,Computing,,,,
19,Tablet,1992,,,Computing,,,,
19,Tablet,1993,,,Computing,,,,
19,Tablet,1994,,,Computing,,,,
19,Tablet,1995,,,Computing,,,,
19,Tablet,1996,,,Computing,,,,
19,Tablet,1997,,,Computing,,,,
19,Tablet,1998,,,Computing,,,,
19,Tablet,1999,,,Computing,,,,
19,Tablet,2000,,,Computing,,,,
19,Tablet,2001,,,Computing,,,,
19,Tablet,2002,,,Computing,,,,
19,Tablet,2003,,,Computing,,,,
19,Tablet,2004,,,Computing,,,,
19,Tablet,2005,,,Computing,,,,
19,Tablet,2006,,,Computing,,,,
19,Tablet,2007,,,Computing,,,,
19,Tablet,2008,,,Computing,,,,
19,Tablet,2009,,,Computing,,,,
19,Tablet,2010,,,Computing,,,,
19,Tablet,2011,,,Computing,,,,
19,Tablet,2012,,,Computing,,,,
19,Tablet,2013,,,Computing,,,,
19,Tablet,2014,,,Computing,,,,
19,Tablet,2015,,,Computing,,,,
19,Tablet,2016,,,Computing,,,,
19,Tablet,2017,,,Computing,,,,
19,Tablet,2018,,,Computing,,,,
